recv_time,scenario,notes,topic,payload_time,battery_voltage,battery_soc,battery_capacity_ah,solar_voltage,solar_current,solar_power,solar_energy_wh,estimator_available_current
2026-07-12T08:28:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:28:00Z,4.116,89.519,100.0,24.00,0.004,0.104,0.026,0.000
2026-07-12T08:29:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:29:00Z,4.102,87.752,100.0,24.00,0.004,0.107,0.028,0.000
2026-07-12T08:29:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:29:00Z,4.116,89.502,100.0,24.00,0.004,0.107,0.028,0.000
2026-07-12T08:30:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:30:00Z,4.101,87.677,100.0,24.00,0.005,0.111,0.030,0.000
2026-07-12T08:30:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:30:00Z,4.116,89.486,100.0,24.00,0.005,0.111,0.030,0.000
2026-07-12T08:31:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:31:00Z,4.101,87.603,100.0,24.00,0.005,0.114,0.031,0.000
2026-07-12T08:31:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:31:00Z,4.116,89.469,100.0,24.00,0.005,0.114,0.031,0.000
2026-07-12T08:32:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:32:00Z,4.100,87.528,100.0,24.00,0.005,0.118,0.033,0.000
2026-07-12T08:32:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:32:00Z,4.116,89.453,100.0,24.00,0.005,0.118,0.033,0.000
2026-07-12T08:33:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:33:00Z,4.100,87.453,100.0,24.00,0.005,0.121,0.035,0.000
2026-07-12T08:33:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:33:00Z,4.115,89.436,100.0,24.00,0.005,0.121,0.035,0.000
2026-07-12T08:34:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:34:00Z,4.099,87.378,100.0,24.00,0.005,0.125,0.037,0.000
2026-07-12T08:34:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:34:00Z,4.115,89.420,100.0,24.00,0.005,0.125,0.037,0.000
2026-07-12T08:35:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:35:00Z,4.098,87.303,100.0,24.00,0.005,0.129,0.040,0.000
2026-07-12T08:35:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:35:00Z,4.115,89.403,100.0,24.00,0.005,0.129,0.040,0.000
2026-07-12T08:36:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:36:00Z,4.098,87.228,100.0,24.00,0.006,0.132,0.042,0.000
2026-07-12T08:36:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:36:00Z,4.115,89.387,100.0,24.00,0.006,0.132,0.042,0.000
2026-07-12T08:37:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:37:00Z,4.097,87.154,100.0,24.00,0.006,0.136,0.044,0.000
2026-07-12T08:37:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:37:00Z,4.115,89.370,100.0,24.00,0.006,0.136,0.044,0.000
2026-07-12T08:38:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:38:00Z,4.097,87.079,100.0,24.00,0.006,0.139,0.046,0.000
2026-07-12T08:38:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:38:00Z,4.115,89.354,100.0,24.00,0.006,0.139,0.046,0.000
2026-07-12T08:39:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:39:00Z,4.096,87.004,100.0,24.00,0.006,0.143,0.049,0.000
2026-07-12T08:39:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:39:00Z,4.115,89.337,100.0,24.00,0.006,0.143,0.049,0.000
2026-07-12T08:40:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:40:00Z,4.095,86.929,100.0,24.00,0.006,0.146,0.051,0.000
2026-07-12T08:40:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:40:00Z,4.115,89.321,100.0,24.00,0.006,0.146,0.051,0.000
2026-07-12T08:41:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:41:00Z,4.095,86.854,100.0,24.00,0.006,0.150,0.054,0.000
2026-07-12T08:41:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:41:00Z,4.114,89.304,100.0,24.00,0.006,0.150,0.054,0.000
2026-07-12T08:42:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:42:00Z,4.094,86.780,100.0,24.00,0.006,0.154,0.056,0.000
2026-07-12T08:42:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:42:00Z,4.114,89.288,100.0,24.00,0.006,0.154,0.056,0.000
2026-07-12T08:43:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:43:00Z,4.094,86.705,100.0,24.00,0.007,0.157,0.059,0.000
2026-07-12T08:43:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:43:00Z,4.114,89.271,100.0,24.00,0.007,0.157,0.059,0.000
2026-07-12T08:44:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:44:00Z,4.093,86.630,100.0,24.00,0.007,0.161,0.062,0.000
2026-07-12T08:44:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:44:00Z,4.114,89.255,100.0,24.00,0.007,0.161,0.062,0.000
2026-07-12T08:45:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:45:00Z,4.092,86.555,100.0,24.00,0.007,0.164,0.064,0.000
2026-07-12T08:45:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:45:00Z,4.114,89.239,100.0,24.00,0.007,0.164,0.064,0.000
2026-07-12T08:46:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:46:00Z,4.092,86.480,100.0,24.00,0.007,0.168,0.067,0.000
2026-07-12T08:46:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:46:00Z,4.114,89.222,100.0,24.00,0.007,0.168,0.067,0.000
2026-07-12T08:47:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:47:00Z,4.091,86.406,100.0,24.00,0.007,0.171,0.070,0.000
2026-07-12T08:47:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:47:00Z,4.114,89.206,100.0,24.00,0.007,0.171,0.070,0.000
2026-07-12T08:48:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:48:00Z,4.091,86.331,100.0,24.00,0.007,0.175,0.073,0.000
2026-07-12T08:48:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:48:00Z,4.114,89.189,100.0,24.00,0.007,0.175,0.073,0.000
2026-07-12T08:49:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:49:00Z,4.090,86.256,100.0,24.00,0.007,0.178,0.076,0.000
2026-07-12T08:49:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:49:00Z,4.113,89.173,100.0,24.00,0.007,0.178,0.076,0.000
2026-07-12T08:50:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:50:00Z,4.089,86.181,100.0,24.00,0.008,0.182,0.079,0.000
2026-07-12T08:50:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:50:00Z,4.113,89.156,100.0,24.00,0.008,0.182,0.079,0.000
2026-07-12T08:51:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:51:00Z,4.089,86.107,100.0,24.00,0.008,0.186,0.082,0.000
2026-07-12T08:51:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:51:00Z,4.113,89.140,100.0,24.00,0.008,0.186,0.082,0.000
2026-07-12T08:52:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:52:00Z,4.088,86.032,100.0,24.00,0.008,0.189,0.085,0.000
2026-07-12T08:52:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:52:00Z,4.113,89.124,100.0,24.00,0.008,0.189,0.085,0.000
2026-07-12T08:53:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:53:00Z,4.088,85.957,100.0,24.00,0.008,0.193,0.088,0.000
2026-07-12T08:53:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:53:00Z,4.113,89.107,100.0,24.00,0.008,0.193,0.088,0.000
2026-07-12T08:54:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:54:00Z,4.087,85.882,100.0,24.00,0.008,0.196,0.092,0.000
2026-07-12T08:54:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:54:00Z,4.113,89.091,100.0,24.00,0.008,0.196,0.092,0.000
2026-07-12T08:55:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:55:00Z,4.086,85.808,100.0,24.00,0.008,0.200,0.095,0.000
2026-07-12T08:55:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:55:00Z,4.113,89.074,100.0,24.00,0.008,0.200,0.095,0.000
2026-07-12T08:56:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:56:00Z,4.086,85.733,100.0,24.00,0.008,0.203,0.098,0.000
2026-07-12T08:56:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:56:00Z,4.112,89.058,100.0,24.00,0.008,0.203,0.098,0.000
2026-07-12T08:57:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:57:00Z,4.085,85.658,100.0,24.00,0.009,0.207,0.102,0.000
2026-07-12T08:57:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:57:00Z,4.112,89.042,100.0,24.00,0.009,0.207,0.102,0.000
2026-07-12T08:58:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:58:00Z,4.085,85.584,100.0,24.00,0.009,0.211,0.105,0.000
2026-07-12T08:58:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:58:00Z,4.112,89.025,100.0,24.00,0.009,0.211,0.105,0.000
2026-07-12T08:59:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T08:59:00Z,4.084,85.509,100.0,24.00,0.009,0.214,0.109,0.000
2026-07-12T08:59:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T08:59:00Z,4.112,89.009,100.0,24.00,0.009,0.214,0.109,0.000
2026-07-12T09:00:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:00:00Z,4.083,85.434,100.0,24.00,0.009,0.218,0.113,0.000
2026-07-12T09:00:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:00:00Z,4.112,88.993,100.0,24.00,0.009,0.218,0.113,0.000
2026-07-12T09:01:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:01:00Z,4.083,85.360,100.0,24.00,0.009,0.221,0.116,0.000
2026-07-12T09:01:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:01:00Z,4.112,88.976,100.0,24.00,0.009,0.221,0.116,0.000
2026-07-12T09:02:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:02:00Z,4.082,85.285,100.0,24.00,0.009,0.225,0.120,0.000
2026-07-12T09:02:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:02:00Z,4.112,88.960,100.0,24.00,0.009,0.225,0.120,0.000
2026-07-12T09:03:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:03:00Z,4.082,85.210,100.0,24.00,0.010,0.228,0.124,0.000
2026-07-12T09:03:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:03:00Z,4.112,88.943,100.0,24.00,0.010,0.228,0.124,0.000
2026-07-12T09:04:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:04:00Z,4.081,85.135,100.0,24.00,0.010,0.232,0.128,0.000
2026-07-12T09:04:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:04:00Z,4.111,88.927,100.0,24.00,0.010,0.232,0.128,0.000
2026-07-12T09:05:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:05:00Z,4.080,85.061,100.0,24.00,0.010,0.236,0.132,0.000
2026-07-12T09:05:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:05:00Z,4.111,88.911,100.0,24.00,0.010,0.236,0.132,0.000
2026-07-12T09:06:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:06:00Z,4.080,84.986,100.0,24.00,0.010,0.239,0.136,0.000
2026-07-12T09:06:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:06:00Z,4.111,88.894,100.0,24.00,0.010,0.239,0.136,0.000
2026-07-12T09:07:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:07:00Z,4.079,84.911,100.0,24.00,0.010,0.243,0.140,0.000
2026-07-12T09:07:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:07:00Z,4.111,88.878,100.0,24.00,0.010,0.243,0.140,0.000
2026-07-12T09:08:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:08:00Z,4.079,84.837,100.0,24.00,0.010,0.246,0.144,0.000
2026-07-12T09:08:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:08:00Z,4.111,88.862,100.0,24.00,0.010,0.246,0.144,0.000
2026-07-12T09:09:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:09:00Z,4.078,84.762,100.0,24.00,0.010,0.250,0.148,0.000
2026-07-12T09:09:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:09:00Z,4.111,88.845,100.0,24.00,0.010,0.250,0.148,0.000
2026-07-12T09:10:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:10:00Z,4.077,84.687,100.0,24.00,0.011,0.253,0.152,0.000
2026-07-12T09:10:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:10:00Z,4.111,88.829,100.0,24.00,0.011,0.253,0.152,0.000
2026-07-12T09:11:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:11:00Z,4.077,84.613,100.0,24.00,0.011,0.257,0.156,0.000
2026-07-12T09:11:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:11:00Z,4.111,88.813,100.0,24.00,0.011,0.257,0.156,0.000
2026-07-12T09:12:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:12:00Z,4.076,84.538,100.0,24.00,0.011,0.261,0.161,0.000
2026-07-12T09:12:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:12:00Z,4.110,88.797,100.0,24.00,0.011,0.261,0.161,0.000
2026-07-12T09:13:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:13:00Z,4.076,84.464,100.0,24.00,0.011,0.264,0.165,0.000
2026-07-12T09:13:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:13:00Z,4.110,88.780,100.0,24.00,0.011,0.264,0.165,0.000
2026-07-12T09:14:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:14:00Z,4.075,84.389,100.0,24.00,0.011,0.268,0.170,0.000
2026-07-12T09:14:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:14:00Z,4.110,88.764,100.0,24.00,0.011,0.268,0.170,0.000
2026-07-12T09:15:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:15:00Z,4.075,84.314,100.0,24.00,0.011,0.271,0.174,0.000
2026-07-12T09:15:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:15:00Z,4.110,88.748,100.0,24.00,0.011,0.271,0.174,0.000
2026-07-12T09:16:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:16:00Z,4.074,84.240,100.0,24.00,0.011,0.275,0.179,0.000
2026-07-12T09:16:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:16:00Z,4.110,88.731,100.0,24.00,0.011,0.275,0.179,0.000
2026-07-12T09:17:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:17:00Z,4.073,84.165,100.0,24.00,0.012,0.278,0.183,0.000
2026-07-12T09:17:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:17:00Z,4.110,88.715,100.0,24.00,0.012,0.278,0.183,0.000
2026-07-12T09:18:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:18:00Z,4.073,84.090,100.0,24.00,0.012,0.282,0.188,0.000
2026-07-12T09:18:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T09:18:00Z,4.110,88.699,100.0,24.00,0.012,0.282,0.188,0.000
2026-07-12T09:19:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T09:19:00Z,4.072,84.016,100.0,24.00,0.012,0.286,0.193,0.000
