recv_time,scenario,notes,topic,payload_time,battery_voltage,battery_soc,battery_capacity_ah,solar_voltage,solar_current,solar_power,solar_energy_wh,estimator_available_current
2026-07-12T11:30:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:30:00Z,4.002,75.297,100.0,24.00,0.891,21.384,4.348,0.000
2026-07-12T11:31:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:31:00Z,3.940,67.528,100.0,24.00,0.914,21.925,4.714,0.000
2026-07-12T11:31:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:31:00Z,3.997,74.605,100.0,24.00,0.914,21.925,4.714,0.000
2026-07-12T11:32:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:32:00Z,3.932,66.515,100.0,24.00,0.934,22.406,5.087,0.000
2026-07-12T11:32:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:32:00Z,3.991,73.913,100.0,24.00,0.934,22.406,5.087,0.000
2026-07-12T11:33:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:33:00Z,3.924,65.500,100.0,24.00,0.951,22.825,5.468,0.000
2026-07-12T11:33:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:33:00Z,3.986,73.220,100.0,24.00,0.951,22.825,5.468,0.000
2026-07-12T11:34:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:34:00Z,3.916,64.486,100.0,24.00,0.966,23.182,5.854,0.000
2026-07-12T11:34:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:34:00Z,3.980,72.527,100.0,24.00,0.966,23.182,5.854,0.000
2026-07-12T11:35:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:35:00Z,3.908,63.471,100.0,24.00,0.978,23.476,6.245,0.000
2026-07-12T11:35:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:35:00Z,3.975,71.834,100.0,24.00,0.978,23.476,6.245,0.000
2026-07-12T11:36:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:36:00Z,3.900,62.454,100.0,24.00,0.988,23.705,6.640,0.000
2026-07-12T11:36:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:36:00Z,3.969,71.139,100.0,24.00,0.988,23.705,6.640,0.000
2026-07-12T11:37:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:37:00Z,3.891,61.437,100.0,24.00,0.995,23.869,7.038,0.000
2026-07-12T11:37:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:37:00Z,3.964,70.444,100.0,24.00,0.995,23.869,7.038,0.000
2026-07-12T11:38:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:38:00Z,3.883,60.419,100.0,24.00,0.999,23.967,7.438,0.000
2026-07-12T11:38:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:38:00Z,3.958,69.748,100.0,24.00,0.999,23.967,7.438,0.000
2026-07-12T11:39:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:39:00Z,3.875,59.400,100.0,24.00,1.000,24.000,7.838,0.000
2026-07-12T11:39:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:39:00Z,3.952,69.050,100.0,24.00,1.000,24.000,7.838,0.000
2026-07-12T11:40:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:40:00Z,3.867,58.379,100.0,24.00,0.999,23.967,8.237,0.000
2026-07-12T11:40:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:40:00Z,3.947,68.351,100.0,24.00,0.999,23.967,8.237,0.000
2026-07-12T11:41:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:41:00Z,3.859,57.357,100.0,24.00,0.995,23.869,8.635,0.000
2026-07-12T11:41:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:41:00Z,3.941,67.650,100.0,24.00,0.995,23.869,8.635,0.000
2026-07-12T11:42:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:42:00Z,3.851,56.333,100.0,24.00,0.988,23.705,9.030,0.000
2026-07-12T11:42:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:42:00Z,3.936,66.948,100.0,24.00,0.988,23.705,9.030,0.000
2026-07-12T11:43:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:43:00Z,3.842,55.308,100.0,24.00,0.978,23.476,9.421,0.000
2026-07-12T11:43:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:43:00Z,3.930,66.244,100.0,24.00,0.978,23.476,9.421,0.000
2026-07-12T11:44:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:44:00Z,3.834,54.280,100.0,24.00,0.966,23.182,9.808,0.000
2026-07-12T11:44:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:44:00Z,3.924,65.538,100.0,24.00,0.966,23.182,9.808,0.000
2026-07-12T11:45:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:45:00Z,3.826,53.251,100.0,24.00,0.951,22.825,10.188,0.000
2026-07-12T11:45:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:45:00Z,3.919,64.831,100.0,24.00,0.951,22.825,10.188,0.000
2026-07-12T11:46:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:46:00Z,3.818,52.219,100.0,24.00,0.934,22.406,10.562,0.000
2026-07-12T11:46:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:46:00Z,3.913,64.121,100.0,24.00,0.934,22.406,10.562,0.000
2026-07-12T11:47:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:47:00Z,3.809,51.185,100.0,24.00,0.914,21.925,10.927,0.000
2026-07-12T11:47:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:47:00Z,3.907,63.409,100.0,24.00,0.914,21.925,10.927,0.000
2026-07-12T11:48:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:48:00Z,3.801,50.149,100.0,24.00,0.891,21.384,11.283,0.000
2026-07-12T11:48:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:48:00Z,3.902,62.694,100.0,24.00,0.891,21.384,11.283,0.000
2026-07-12T11:49:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:49:00Z,3.793,49.111,100.0,24.00,0.866,20.785,11.630,0.000
2026-07-12T11:49:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:49:00Z,3.896,61.977,100.0,24.00,0.866,20.785,11.630,0.000
2026-07-12T11:50:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:50:00Z,3.785,48.070,100.0,24.00,0.839,20.128,11.965,0.000
2026-07-12T11:50:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:50:00Z,3.890,61.258,100.0,24.00,0.839,20.128,11.965,0.000
2026-07-12T11:51:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:51:00Z,3.776,47.026,100.0,24.00,0.809,19.416,12.289,0.000
2026-07-12T11:51:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:51:00Z,3.884,60.536,100.0,24.00,0.809,19.416,12.289,0.000
2026-07-12T11:52:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:52:00Z,3.768,45.980,100.0,24.00,0.777,18.652,12.600,0.000
2026-07-12T11:52:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:52:00Z,3.878,59.812,100.0,24.00,0.777,18.652,12.600,0.000
2026-07-12T11:53:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:53:00Z,3.759,44.932,100.0,24.00,0.743,17.835,12.897,0.000
2026-07-12T11:53:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:53:00Z,3.873,59.085,100.0,24.00,0.743,17.835,12.897,0.000
2026-07-12T11:54:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:54:00Z,3.751,43.880,100.0,24.00,0.707,16.971,13.180,0.000
2026-07-12T11:54:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:54:00Z,3.867,58.355,100.0,24.00,0.707,16.971,13.180,0.000
2026-07-12T11:55:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:55:00Z,3.743,42.826,100.0,24.00,0.669,16.059,13.447,0.000
2026-07-12T11:55:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:55:00Z,3.861,57.623,100.0,24.00,0.669,16.059,13.447,0.000
2026-07-12T11:56:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:56:00Z,3.734,41.770,100.0,24.00,0.629,15.104,13.699,0.000
2026-07-12T11:56:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:56:00Z,3.855,56.888,100.0,24.00,0.629,15.104,13.699,0.000
2026-07-12T11:57:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:57:00Z,3.726,40.710,100.0,24.00,0.588,14.107,13.934,0.000
2026-07-12T11:57:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:57:00Z,3.849,56.150,100.0,24.00,0.588,14.107,13.934,0.000
2026-07-12T11:58:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:58:00Z,3.717,39.648,100.0,24.00,0.545,13.071,14.152,0.000
2026-07-12T11:58:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:58:00Z,3.843,55.410,100.0,24.00,0.545,13.071,14.152,0.000
2026-07-12T11:59:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T11:59:00Z,3.709,38.583,100.0,24.00,0.500,12.000,14.352,0.000
2026-07-12T11:59:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T11:59:00Z,3.837,54.667,100.0,24.00,0.500,12.000,14.352,0.000
2026-07-12T12:00:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:00:00Z,3.700,37.516,100.0,24.00,0.454,10.896,14.534,0.000
2026-07-12T12:00:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:00:00Z,3.831,53.921,100.0,24.00,0.454,10.896,14.534,0.000
2026-07-12T12:01:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:01:00Z,3.692,36.446,100.0,24.00,0.407,9.762,14.696,0.000
2026-07-12T12:01:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:01:00Z,3.825,53.173,100.0,24.00,0.407,9.762,14.696,0.000
2026-07-12T12:02:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:02:00Z,3.683,35.373,100.0,24.00,0.358,8.601,14.840,0.000
2026-07-12T12:02:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:02:00Z,3.819,52.422,100.0,24.00,0.358,8.601,14.840,0.000
2026-07-12T12:03:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:03:00Z,3.674,34.298,100.0,24.00,0.309,7.416,14.963,0.000
2026-07-12T12:03:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:03:00Z,3.813,51.668,100.0,24.00,0.309,7.416,14.963,0.000
2026-07-12T12:04:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:04:00Z,3.666,33.221,100.0,24.00,0.259,6.212,15.067,0.000
2026-07-12T12:04:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:04:00Z,3.807,50.912,100.0,24.00,0.259,6.212,15.067,0.000
2026-07-12T12:05:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:05:00Z,3.657,32.141,100.0,24.00,0.208,4.990,15.150,0.000
2026-07-12T12:05:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:05:00Z,3.801,50.154,100.0,24.00,0.208,4.990,15.150,0.000
2026-07-12T12:06:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:06:00Z,3.648,31.059,100.0,24.00,0.156,3.754,15.213,0.000
2026-07-12T12:06:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:06:00Z,3.795,49.394,100.0,24.00,0.156,3.754,15.213,0.000
2026-07-12T12:07:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:07:00Z,3.640,29.974,100.0,24.00,0.105,2.509,15.254,0.000
2026-07-12T12:07:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:07:00Z,3.789,48.631,100.0,24.00,0.105,2.509,15.254,0.000
2026-07-12T12:08:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:08:00Z,3.631,28.888,100.0,24.00,0.052,1.256,15.275,0.000
2026-07-12T12:08:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:08:00Z,3.783,47.866,100.0,24.00,0.052,1.256,15.275,0.000
2026-07-12T12:09:00Z,unmanaged,bfs_sim,esp32/telemetry/battery,2026-07-12T12:09:00Z,3.622,27.800,100.0,24.00,0.000,0.000,15.275,0.000
2026-07-12T12:09:00Z,managed,bfs_sim,esp32/telemetry/battery,2026-07-12T12:09:00Z,3.777,47.100,100.0,24.00,0.000,0.000,15.275,0.000
